Channel,Status,Subject line or Title,Delivered,Unique Clicked,client
App Push,Sent,Super Saver Deal! 🤑👇,0,0.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,0,0.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,577528,1665.0,emt
Email,Sent,🏖️Family Fun in the Sun!🌞,5378715,3226.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,90595,40.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,0,0.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,0,0.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,577862,1643.0,emt
Email,Sent,🚫No fooling around with these Travel Deals!✈️,2985950,2300.0,emt
App Push,Sent,Don't be Fooled by High Prices! 💸,577786,1821.0,emt
App Push,Sent,Don't be Fooled by High Prices! 💸,76262,33.0,emt
App Push,Sent,Don't be Fooled by High Prices! 💸,0,0.0,emt
App Push,Sent,Don't be Fooled by High Prices! 💸,0,0.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,71766,22.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,0,0.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,0,0.0,emt
App Push,Sent,💆‍♂️Relax & Rejuvenate🧘‍♀️,579668,1589.0,emt
App Push,Sent,✈️Travelers Assemble!👨‍👩‍👦‍👦,87546,35.0,emt
App Push,Sent,✈️Travelers Assemble!👨‍👩‍👦‍👦,0,0.0,emt
App Push,Sent,✈️Travelers Assemble!👨‍👩‍👦‍👦,0,0.0,emt
App Push,Sent,✈️Travelers Assemble! ✈️👨‍👩‍👦‍👦,578571,2112.0,emt
Email,Sent,🛳️Sail Away on a Norwegian Cruise!⚓,2026556,1942.0,emt
Web Push,Sent,✨Discover the Magic of Arabia!🤩,24868,211.0,emt
Web Push,Sent,🤩Make Your Weekend Count!🛫,24163,231.0,emt
Email,Sent,Explore the Great Outdoors!✈️,498080,526.0,emt
App Push,Sent,🤩Make Your Weekend Count!🛫,65739,26.0,emt
App Push,Sent,🤩Make Your Weekend Count!🛫,0,0.0,emt
App Push,Sent,🤩Make Your Weekend Count!🛫,0,0.0,emt
App Push,Sent,🤩Make Your Weekend Count!🛫,576127,1649.0,emt
App Push,Sent,👏A Big Round of Applause!👏,75798,36.0,emt
App Push,Sent,👏A Big Round of Applause!👏,0,0.0,emt
App Push,Sent,👏A Big Round of Applause!👏,0,0.0,emt
App Push,Sent,👏A Big Round of Applause!👏,578805,1531.0,emt
Email,Sent,🛤️Rediscover the Joy of Train Journeys🚂,2027778,849.0,emt
App Push,Sent,Manifested Pocket-friendly Trip? 🤑,65089,46.0,emt
App Push,Sent,Manifested Pocket-friendly Trip? 🤑,0,0.0,emt
App Push,Sent,Manifested Pocket-friendly Trip? 🤑,0,0.0,emt
App Push,Sent,Manifested Pocket-friendly Trip? 🤑,582822,1659.0,emt
Web Push,Sent,👏A Big Round of Applause!👏,25378,243.0,emt
Web Push,Sent,Discover the Fascinating View! 😍,24371,221.0,emt
App Push,Sent,🚶March out of Town🚶,98130,38.0,emt
App Push,Sent,🚶March out of Town🚶,0,0.0,emt
App Push,Sent,🚶March out of Town🚶,0,0.0,emt
App Push,Sent,🚶March out of Town🚶,575316,1709.0,emt
Email,Sent,⏳Beat the Clock!⏰,4369250,2194.0,emt
App Push,Sent,🤔Humne Suna Hai🧏,579670,1649.0,emt
App Push,Sent,🤔Humne Suna Hai🧏,73415,26.0,emt
App Push,Sent,🤔Humne Suna Hai🧏,0,0.0,emt
App Push,Sent,🤔Humne Suna Hai🧏,0,0.0,emt
Email,Sent,🤩Tap to Unwrap Super Saver Deal!💰,1004530,148.0,emt
Web Push,Sent,🤑Super Saver Deal!💰👇,25916,296.0,emt
Email,Sent,🤔Vacation Goals? We Got You Covered! 🏖️,4366282,3061.0,emt
App Push,Sent,🤑It's Time to Celebrate!🥳,63877,34.0,emt
App Push,Sent,🤑It's Time to Celebrate!🥳,0,0.0,emt
App Push,Sent,🤑It's Time to Celebrate!🥳,0,0.0,emt
App Push,Sent,🤑It's Time to Celebrate!🥳,580163,1607.0,emt
Web Push,Sent,🤑It's Time to Celebrate!🥳,23538,252.0,emt
Email,Sent,🛫 Take Off to Your Dream Destination 🤩,995490,1696.0,emt
App Push,Sent,🤑Super Saver Deal!💰👇,61137,38.0,emt
App Push,Sent,🤑Super Saver Deal!💰👇,0,0.0,emt
App Push,Sent,🤑Super Saver Deal!💰👇,0,0.0,emt
App Push,Sent,🤑Super Saver Deal!💰👇,583407,1724.0,emt
App Push,Sent,👀Looks like you are still thinking!🤔,71346,37.0,emt
App Push,Sent,👀Looks like you are still thinking!🤔,0,0.0,emt
App Push,Sent,👀Looks like you are still thinking!🤔,0,0.0,emt
App Push,Sent,👀Looks like you are still thinking!🤔,572312,1615.0,emt
Email,Sent,Discover the Wonders of Saudi Arabia! 🤩,5364075,3538.0,emt
App Push,Sent,✈️Travel made Easy-Peasy!🏄,585362,1859.0,emt
App Push,Sent,✈️Travel made Easy-Peasy!🏄,67147,57.0,emt
App Push,Sent,✈️Travel made Easy-Peasy!🏄,0,0.0,emt
App Push,Sent,✈️Travel made Easy-Peasy!🏄,0,0.0,emt
Web Push,Sent,🧏Suno Bholaa ne kya Bola!😱,24611,293.0,emt
Email,Sent,🚫Tap to Know How Bholaa Avoids SUFFER✈️,99716,107.0,emt
App Push,Sent,🧏Suno Bholaa ne kya Bola!😱,98106,31.0,emt
App Push,Sent,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
App Push,Sent,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
App Push,Sent,🧏Suno Bholaa ne kya Bola!😱,585437,1834.0,emt
App Push,Suspended,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
App Push,Suspended,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
App Push,Suspended,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
App Push,Suspended,🧏Suno Bholaa ne kya Bola!😱,0,0.0,emt
Web Push,Sent,🏖️Get..Set..GOA! 🏄,23589,251.0,emt
Email,Sent,🏖️Turn Your Goa Trip Dream into Reality!🏄,2986656,3159.0,emt
App Push,Sent,🏖️Get..Set..GOA! 🏄,555829,1723.0,emt
App Push,Sent,🏖️Get..Set..GOA! 🏄,79134,34.0,emt
App Push,Sent,🏖️Get..Set..GOA! 🏄,0,0.0,emt
App Push,Sent,🏖️Get..Set..GOA! 🏄,0,0.0,emt
App Push,Sent,🤑Looking to Travel on a Budget?💰,585351,1567.0,emt
App Push,Sent,🤑Looking to Travel on a Budget?💰,68224,44.0,emt
App Push,Sent,🤑Looking to Travel on a Budget?💰,0,0.0,emt
App Push,Sent,🤑Looking to Travel on a Budget?💰,0,0.0,emt
Email,Sent,Experience Unmatched Comfort and Luxury🤩,1252345,646.0,emt
Web Push,Sent,🤑Looking to Travel on a Budget?💰,22553,296.0,emt
App Push,Sent,😎Travel Smarter & Save More!💰,584326,1590.0,emt
App Push,Sent,😎Travel Smarter & Save More!💰,90965,44.0,emt
App Push,Sent,😎Travel Smarter & Save More!💰,0,0.0,emt
App Push,Sent,😎Travel Smarter & Save More!💰,0,0.0,emt
Web Push,Sent,😎Travel Smarter & Save More!💰,20910,273.0,emt
Email,Sent,Make Monday the New Friday🤩✈️,4338921,2685.0,emt
App Push,Sent,👀Looking for a Getaway?✈️,83584,43.0,emt
App Push,Sent,👀Looking for a Getaway?✈️,0,0.0,emt
App Push,Sent,👀Looking for a Getaway?✈️,0,0.0,emt
App Push,Sent,👀Looking for a Getaway?✈️,572213,1707.0,emt
App Push,Sent,✈️Get away from the hustle💆,584280,1699.0,emt
App Push,Sent,✈️Get away from the hustle💆,76611,40.0,emt
App Push,Sent,✈️Get away from the hustle💆,0,0.0,emt
App Push,Sent,✈️Get away from the hustle💆,0,0.0,emt
Web Push,Sent,✈️Get away from the hustle💆,20397,280.0,emt
Web Push,Sent,⏰Time is running out!⏳,15141,163.0,emt
Email,Sent,⏰Weekend's Hot Hotel Deal is Ending Soon!⏳,4887817,3541.0,emt
App Push,Sent,⏰Time is running out!⏳,576914,1609.0,emt
App Push,Sent,⏰Time is running out!⏳,81386,44.0,emt
App Push,Sent,⏰Time is running out!⏳,0,0.0,emt
App Push,Sent,⏰Time is running out!⏳,0,0.0,emt
App Push,Sent,Solo Adventure/Romantic Getaway?,587093,1750.0,emt
App Push,Sent,Solo Adventure/Romantic Getaway?,68045,47.0,emt
App Push,Sent,Solo Adventure/Romantic Getaway?,0,0.0,emt
App Push,Sent,Solo Adventure/Romantic Getaway?,0,0.0,emt
Email,Sent,👋Hey! Weekend Wanderlust?✈️,4887646,3209.0,emt
App Push,Sent,😱Hurry! Limited rooms left!🏩🤑,581295,1591.0,emt
App Push,Sent,😱Hurry! Limited rooms left!🏩🤑,81874,33.0,emt
App Push,Sent,😱Hurry! Limited rooms left!🏩🤑,0,0.0,emt
App Push,Sent,😱Hurry! Limited rooms left!🏩🤑,0,0.0,emt
Web Push,Sent,😱Hurry! Limited rooms left!🏩🤑,16639,165.0,emt
Web Push,Sent,Convenience Fee ki bheed se aage badho! ,18338,172.0,emt
Email,Sent,🚨Weekend Getaway Alert! ⚠️,2190656,1875.0,emt
App Push,Sent,Convenience Fee ki bheed se aage badho!,73669,52.0,emt
App Push,Sent,Convenience Fee ki bheed se aage badho!,0,0.0,emt
App Push,Sent,Convenience Fee ki bheed se aage badho!,0,0.0,emt
App Push,Sent,Convenience Fee ki bheed se aage badho!,586830,1858.0,emt
App Push,Sent,Escape the daily grind ✈️,82140,35.0,emt
App Push,Sent,Escape the daily grind ✈️,0,0.0,emt
App Push,Sent,Escape the daily grind ✈️,0,0.0,emt
App Push,Sent,Escape the daily grind ✈️,578496,1689.0,emt
App Push,Sent,👋Say Hello to Fun Weekend!🥳,28287,14.0,emt
App Push,Sent,👋Say Hello to Fun Weekend!🥳,0,0.0,emt
App Push,Sent,👋Say Hello to Fun Weekend!🥳,0,0.0,emt
App Push,Sent,👋Say Hello to Fun Weekend!🥳,576916,1619.0,emt
Email,Sent,🌴Get..Set..Goaaa!😎,4708143,3689.0,emt
Web Push,Sent,🌞Planned Your Summer Vacay?✈️,16124,152.0,emt
Email,Sent,🚫Convenience Fee ki bheed se aage badho! 🛫,99727,121.0,emt
App Push,Sent,🌞Planned Your Summer Vacay?✈️,66679,19.0,emt
App Push,Sent,🌞Planned Your Summer Vacay?✈️,0,0.0,emt
App Push,Sent,🌞Planned Your Summer Vacay?✈️,0,0.0,emt
App Push,Sent,🌞Planned Your Summer Vacay?✈️,584009,1687.0,emt
Email,Sent,🩺Keep up with your health while travelling!👇,9953,19.0,emt
Web Push,Sent,Pack your bags & get ready to explore! ✈️,13192,93.0,emt
App Push,Sent,Pack your bags & get ready to explore!🧳,92496,30.0,emt
App Push,Sent,Pack your bags & get ready to explore!🧳,0,0.0,emt
App Push,Sent,Pack your bags & get ready to explore!🧳,0,0.0,emt
App Push,Sent,Pack your bags & get ready to explore!🧳,578245,1633.0,emt
App Push,Sent,Ab Travel Karo Befikar!✈️,575195,1792.0,emt
App Push,Sent,Ab Travel Karo Befikar!✈️,89480,46.0,emt
App Push,Sent,Ab Travel Karo Befikar!✈️,0,0.0,emt
App Push,Sent,Ab Travel Karo Befikar!✈️,0,0.0,emt
Email,Sent,🤩 Score Huge Savings this Thursday!🤑,2761576,1541.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,94181,54.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,0,0.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,0,0.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,582579,1514.0,emt
Email,Sent,Tap to know how the story has unfolded 👇,453373,848.0,emt
Web Push,Sent,🧙‍♀️3..2..1..Wooshh..🪄,11376,67.0,emt
App Push,Sent,🧙‍♀️3..2..1..Wooshh..🪄,89240,47.0,emt
App Push,Sent,🧙‍♀️3..2..1..Wooshh..🪄,0,0.0,emt
App Push,Sent,🧙‍♀️3..2..1..Wooshh..🪄,0,0.0,emt
App Push,Sent,🧙‍♀️3..2..1..Wooshh..🪄,579363,1851.0,emt
App Push,Sent,🤑Savings Meter On!💰,581423,1459.0,emt
App Push,Sent,🤑Savings Meter On!💰,86491,33.0,emt
App Push,Sent,🤑Savings Meter On!💰,0,0.0,emt
App Push,Sent,🤑Savings Meter On!💰,0,0.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,97744,45.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,0,0.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,0,0.0,emt
App Push,Sent,🤑Deals you'll regret missing!💰,583511,1614.0,emt
Web Push,Sent,🤑Deals you'll regret missing!💰,10816,40.0,emt
Email,Sent,🤩 Getaway to Goa & 🤑 Save Big!,3202647,3093.0,emt
Email,Sent,🌊Cruise Deal Alert!👇⚓️,21382,9.0,emt
Web Push,Sent,🌞Plan pocket-friendly Summer Trip!✈️,10591,43.0,emt
App Push,Sent,🌞Plan pocket-friendly Summer Trip!✈️,56039,24.0,emt
App Push,Sent,🌞Plan pocket-friendly Summer Trip!✈️,0,0.0,emt
App Push,Sent,🌞Plan pocket-friendly Summer Trip!✈️,0,0.0,emt
App Push,Sent,🌞Plan pocket-friendly Summer Trip!✈️,583609,1618.0,emt
App Push,Sent,Offers curated specially for you!😍,590571,1787.0,emt
App Push,Sent,Offers curated specially for you!😍,111795,80.0,emt
App Push,Sent,Offers curated specially for you!😍,0,0.0,emt
App Push,Sent,Offers curated specially for you!😍,0,0.0,emt
Email,Sent,⏳Happy Hour is about to End!😱,5775380,3266.0,emt
Web Push,Sent,It's a Tea-Use-Day 🍵,12591,51.0,emt
App Push,Sent,It's a Tea-Use-Day 🍵,590494,1812.0,emt
App Push,Sent,It's a Tea-Use-Day 🍵,115324,82.0,emt
App Push,Sent,It's a Tea-Use-Day 🍵,0,0.0,emt
App Push,Sent,It's a Tea-Use-Day 🍵,0,0.0,emt
Web Push,Sent,🤑 Get Ready to Explore 🛫,12597,50.0,emt
Email,Sent,Your card is ready to dispatch! 👇,823285,1138.0,emt
App Push,Sent,🤑 Get Ready to Explore 🛫,115114,62.0,emt
App Push,Sent,🤑 Get Ready to Explore 🛫,0,0.0,emt
App Push,Sent,🤑 Get Ready to Explore 🛫,0,0.0,emt
App Push,Sent,🤑 Get Ready to Explore 🛫,579503,1647.0,emt
Email,Sent,🛫Enhance Your Travel Experience!🎶,9888,7.0,emt
Email,Sent,💸 Tap to Make Your Hotel Reservation! 🤑,1257126,151.0,emt
App Push,Sent,V_A__TI__ Fill in the blanks! ✍️,591729,2100.0,emt
App Push,Sent,V_A__TI__ Fill in the blanks! ✍️,95560,61.0,emt
App Push,Sent,V_A__TI__ Fill in the blanks! ✍️,0,0.0,emt
App Push,Sent,V_A__TI__ Fill in the blanks! ✍️,0,0.0,emt
Email,Sent,🤩Monday Sale Alert! 🤩,4693863,3076.0,emt
Web Push,Sent,"I reset my alarm 5X today, You? 🤔",13006,56.0,emt
App Push,Sent,"I reset my alarm 5X today, You? 🤔",591600,1924.0,emt
App Push,Sent,"I reset my alarm 5X today, You? 🤔",99053,72.0,emt
App Push,Sent,"I reset my alarm 5X today, You? 🤔",0,0.0,emt
App Push,Sent,"I reset my alarm 5X today, You? 🤔",0,0.0,emt
App Push,Sent,Scintillating Saturday!🥳,109347,59.0,emt
App Push,Sent,Scintillating Saturday!🥳,0,0.0,emt
App Push,Sent,Scintillating Saturday!🥳,0,0.0,emt
App Push,Sent,Scintillating Saturday!🥳,591659,1659.0,emt
App Push,Sent,Best time to plan your trip! ✈️,592292,1954.0,emt
App Push,Sent,Best time to plan your trip! ✈️,107857,65.0,emt
App Push,Sent,Best time to plan your trip! ✈️,0,0.0,emt
App Push,Sent,Best time to plan your trip! ✈️,0,0.0,emt
App Push,Sent,🙋‍♀️ Here's Your Saturday Treat!👇,120784,58.0,emt
App Push,Sent,🙋‍♀️ Here's Your Saturday Treat!👇,0,0.0,emt
App Push,Sent,🙋‍♀️ Here's Your Saturday Treat!👇,0,0.0,emt
App Push,Sent,🙋‍♀️ Here's Your Saturday Treat!👇,581948,1640.0,emt
Email,Sent,Flat 40%* OFF for You!,4697430,4556.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,117005,51.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,0,0.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,0,0.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,584685,1659.0,emt
Email,Sent,🤩Turn your Dream Trip into Reality! 🛫,995515,1456.0,emt
App Push,Sent,Make Your Friday Fantastic!🥳,122561,72.0,emt
App Push,Sent,Make Your Friday Fantastic!🥳,0,0.0,emt
App Push,Sent,Make Your Friday Fantastic!🥳,0,0.0,emt
App Push,Sent,Make Your Friday Fantastic!🥳,587846,1602.0,emt
Email,Sent,🤑Luxury has never been this Pocket-friendly!💰,2225549,1536.0,emt
App Push,Sent,🚨Price Drop Alert!🚨,101706,59.0,emt
App Push,Sent,🚨Price Drop Alert!🚨,0,0.0,emt
App Push,Sent,🚨Price Drop Alert!🚨,0,0.0,emt
App Push,Sent,🚨Price Drop Alert!🚨,582955,2011.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,113165,67.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,0,0.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,0,0.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,586372,1804.0,emt
Email,Sent,🤩Grab Best Deals!👇,3400378,1709.0,emt
App Push,Sent,💰Deals You can't Resist!💰,109341,70.0,emt
App Push,Sent,💰Deals You can't Resist!💰,0,0.0,emt
App Push,Sent,💰Deals You can't Resist!💰,0,0.0,emt
App Push,Sent,💰Deals You can't Resist!💰,579824,1760.0,emt
App Push,Sent,For You: 25% OFF* 💰,122362,70.0,emt
App Push,Sent,For You: 25% OFF* 💰,0,0.0,emt
App Push,Sent,For You: 25% OFF* 💰,0,0.0,emt
App Push,Sent,For You: 25% OFF* 💰,584088,1829.0,emt
Email,Sent,Barge in for Midweek Surprises!🎁👇,2539969,1112.0,emt
Email,Sent,🔓 Unlock the Best Holiday Packages Now! 🤩,995614,1862.0,emt
Email,Sent,Tap to see the connection building!,4697094,2983.0,emt
Email,Sent,Tap to Avail Amazing Deals on Travel! 🤑👇,3332403,2089.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,121861,68.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,0,0.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,0,0.0,emt
App Push,Sent,Super Saver Deal! 🤑👇,591069,1726.0,emt
Email,Sent,Escape to Paradise! 😍,2504266,1765.0,emt
Web Push,Sent,Super Saver Deal! 🤑👇,13579,70.0,emt
Email,Sent,🤑Flat 60% OFF on Monthly Subscription of INR 99👇,92513,52.0,emt
App Push,Sent,❌Block out the Monday Blues!❌,592080,2138.0,emt
App Push,Sent,❌Block out the Monday Blues!❌,122005,78.0,emt
App Push,Sent,❌Block out the Monday Blues!❌,0,0.0,emt
App Push,Sent,❌Block out the Monday Blues!❌,0,0.0,emt
Web Push,Sent,🕺Go Naatu Naatu!🕺,13055,60.0,emt
App Push,Sent,🕺Go Naatu Naatu!🕺,592018,1922.0,emt
App Push,Sent,🕺Go Naatu Naatu!🕺,119856,62.0,emt
App Push,Sent,🕺Go Naatu Naatu!🕺,0,0.0,emt
App Push,Sent,🕺Go Naatu Naatu!🕺,0,0.0,emt
App Push,Sent,Hey!🙋‍♀️ See What We've for You!👇,592333,1764.0,emt
App Push,Sent,Hey!🙋‍♀️ See What We've for You!👇,120882,76.0,emt
App Push,Sent,Hey!🙋‍♀️ See What We've for You!👇,0,0.0,emt
App Push,Sent,Hey!🙋‍♀️ See What We've for You!👇,0,0.0,emt
App Push,Sent,End of the weekend get you down?,588381,1731.0,emt
App Push,Sent,End of the weekend get you down?,129184,61.0,emt
App Push,Sent,End of the weekend get you down?,0,0.0,emt
App Push,Sent,End of the weekend get you down?,0,0.0,emt
Web Push,Sent,Hey!🙋‍♀️ See What We've for You!👇,13068,64.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,129961,40.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,0,0.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,0,0.0,emt
App Push,Sent,😍Dreaming of a Getaway?✈️,572625,1609.0,emt
App Push,Sent,Arrived Today! ,583922,2956.0,emt
App Push,Sent,Arrived Today! ,132810,102.0,emt
App Push,Sent,Arrived Today! ,0,0.0,emt
App Push,Sent,Arrived Today! ,0,0.0,emt
App Push,Sent,Run as fast as you can 🏃‍♀️,131497,74.0,emt
App Push,Sent,Run as fast as you can 🏃‍♀️,0,0.0,emt
App Push,Sent,Run as fast as you can 🏃‍♀️,0,0.0,emt
App Push,Sent,Run as fast as you can 🏃‍♀️,579641,1746.0,emt
App Push,Sent,⏰It's Deal O' Clock!🤑,585363,1624.0,emt
App Push,Sent,⏰It's Deal O' Clock!🤑,131880,71.0,emt
App Push,Sent,⏰It's Deal O' Clock!🤑,0,0.0,emt
App Push,Sent,⏰It's Deal O' Clock!🤑,0,0.0,emt
App Push,Sent,Hey you! Yes YOU! 😍,586657,1619.0,emt
App Push,Sent,Hey you! Yes YOU! 😍,132641,75.0,emt
App Push,Sent,Hey you! Yes YOU! 😍,0,0.0,emt
App Push,Sent,Hey you! Yes YOU! 😍,0,0.0,emt
Email,Sent,⏰Last Minute Deal! ⏳,2525696,2018.0,emt
App Push,Sent,Your package is delivered,131435,89.0,emt
App Push,Sent,Your package is delivered,0,0.0,emt
App Push,Sent,Your package is delivered,0,0.0,emt
App Push,Sent,Your package is delivered,588178,4024.0,emt
Email,Sent,Your Weekend Gift is Delivered! 🎁,4632215,4195.0,emt
Email,Sent,Tap to Save Big on Your Maldives Trip! 👇💰,23321,11.0,emt
Email,Sent,🤭Get a sneak peek at something 👇,995727,812.0,emt
App Push,Sent,For You: 25% OFF* 💰,131803,65.0,emt
App Push,Sent,For You: 25% OFF* 💰,0,0.0,emt
App Push,Sent,For You: 25% OFF* 💰,0,0.0,emt
App Push,Sent,For You: 25% OFF* 💰,582534,1682.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,132177,79.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,0,0.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,0,0.0,emt
App Push,Sent,You're a step closer to Weekend! ☹️,576916,1596.0,emt
Web Push,Sent,💰Deals You can't Resist!💰,11280,46.0,emt
Email,Sent,☀️Tap to get your Summer Treat! 🎁,2499516,1395.0,emt
App Push,Sent,💰Deals You can't Resist!💰,130365,79.0,emt
